board_name,instance_id,ref_des,wacv_type,raw_annotation,kicad_class,kicad_footprint,box_x1,box_y1,box_x2,box_y2,confidence,num_polygon_points,polygon_points_compact,polygon_points_json
ACM-109_Top,17,R8,resistor,resistor R16,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,386,204,411,217,0.918,24,"(384.0,203.0); (384.0,217.0); (389.0,217.0); (390.0,216.0); (392.0,216.0); (393.0,215.0); (403.0,215.0); (406.0,217.0); (409.0,217.0); (410.0,216.0); (410.0,203.0); (409.0,203.0); (408.0,202.0); (406.0,202.0); (401.0,205.0); (399.0,205.0); (398.0,204.0); (397.0,205.0); (395.0,205.0); (394.0,204.0); (391.0,204.0); (390.0,203.0); (388.0,203.0); (387.0,202.0)","[[384.0, 203.0], [384.0, 217.0], [389.0, 217.0], [390.0, 216.0], [392.0, 216.0], [393.0, 215.0], [403.0, 215.0], [406.0, 217.0], [409.0, 217.0], [410.0, 216.0], [410.0, 203.0], [409.0, 203.0], [408.0, 202.0], [406.0, 202.0], [401.0, 205.0], [399.0, 205.0], [398.0, 204.0], [397.0, 205.0], [395.0, 205.0], [394.0, 204.0], [391.0, 204.0], [390.0, 203.0], [388.0, 203.0], [387.0, 202.0]]"
ACM-109_Top,18,SW1,switch,switch SW1,Button_Switch_SMD,Button_Switch_SMD:SW_Push_SPST_NO_Alps_SKRK,474,210,531,311,0.96,14,"(515.0,213.0); (488.0,214.0); (487.0,225.0); (475.0,230.0); (475.0,296.0); (487.0,299.0); (488.0,311.0); (516.0,311.0); (517.0,299.0); (524.0,299.0); (529.0,294.0); (528.0,231.0); (518.0,227.0); (517.0,214.0)","[[515.0, 213.0], [488.0, 214.0], [487.0, 225.0], [475.0, 230.0], [475.0, 296.0], [487.0, 299.0], [488.0, 311.0], [516.0, 311.0], [517.0, 299.0], [524.0, 299.0], [529.0, 294.0], [528.0, 231.0], [518.0, 227.0], [517.0, 214.0]]"
ACM-109_Top,19,R9,resistor,"""resistor network"" RM2",Resistor_SMD,Resistor_SMD:R_0805_2012Metric,445,331,479,358,0.956,26,"(477.0,331.0); (476.0,330.0); (468.0,330.0); (467.0,329.0); (465.0,330.0); (445.0,330.0); (445.0,333.0); (446.0,334.0); (446.0,339.0); (445.0,340.0); (446.0,347.0); (445.0,349.0); (446.0,350.0); (447.0,355.0); (448.0,356.0); (454.0,356.0); (455.0,357.0); (457.0,356.0); (461.0,356.0); (462.0,357.0); (476.0,357.0); (477.0,356.0); (477.0,352.0); (478.0,351.0); (478.0,337.0); (477.0,336.0)","[[477.0, 331.0], [476.0, 330.0], [468.0, 330.0], [467.0, 329.0], [465.0, 330.0], [445.0, 330.0], [445.0, 333.0], [446.0, 334.0], [446.0, 339.0], [445.0, 340.0], [446.0, 347.0], [445.0, 349.0], [446.0, 350.0], [447.0, 355.0], [448.0, 356.0], [454.0, 356.0], [455.0, 357.0], [457.0, 356.0], [461.0, 356.0], [462.0, 357.0], [476.0, 357.0], [477.0, 356.0], [477.0, 352.0], [478.0, 351.0], [478.0, 337.0], [477.0, 336.0]]"
ACM-109_Top,20,C3,capacitor,capacitor C2,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,385,337,434,412,0.973,8,"(385.0,338.0); (384.0,369.0); (386.0,373.0); (387.0,409.0); (425.0,410.0); (431.0,405.0); (432.0,339.0); (404.0,337.0)","[[385.0, 338.0], [384.0, 369.0], [386.0, 373.0], [387.0, 409.0], [425.0, 410.0], [431.0, 405.0], [432.0, 339.0], [404.0, 337.0]]"
ACM-109_Top,21,U3,ic,ic U8,Package_SO,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,447,370,480,423,0.955,17,"(447.0,370.0); (446.0,374.0); (447.0,378.0); (446.0,383.0); (447.0,418.0); (450.0,420.0); (459.0,420.0); (460.0,421.0); (474.0,421.0); (477.0,420.0); (478.0,417.0); (478.0,386.0); (479.0,385.0); (477.0,373.0); (473.0,370.0); (468.0,370.0); (467.0,369.0)","[[447.0, 370.0], [446.0, 374.0], [447.0, 378.0], [446.0, 383.0], [447.0, 418.0], [450.0, 420.0], [459.0, 420.0], [460.0, 421.0], [474.0, 421.0], [477.0, 420.0], [478.0, 417.0], [478.0, 386.0], [479.0, 385.0], [477.0, 373.0], [473.0, 370.0], [468.0, 370.0], [467.0, 369.0]]"
ACM-109_Top,22,U4,ic,ic U7,Package_SO,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,502,368,534,423,0.963,13,"(504.0,371.0); (502.0,373.0); (502.0,377.0); (503.0,378.0); (503.0,418.0); (505.0,420.0); (532.0,420.0); (533.0,418.0); (533.0,376.0); (532.0,374.0); (526.0,371.0); (520.0,371.0); (519.0,370.0)","[[504.0, 371.0], [502.0, 373.0], [502.0, 377.0], [503.0, 378.0], [503.0, 418.0], [505.0, 420.0], [532.0, 420.0], [533.0, 418.0], [533.0, 376.0], [532.0, 374.0], [526.0, 371.0], [520.0, 371.0], [519.0, 370.0]]"
ACM-109_Top,23,R10,resistor,resistor R21,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,433,437,457,450,0.901,21,"(432.0,437.0); (432.0,442.0); (433.0,443.0); (433.0,448.0); (439.0,448.0); (440.0,449.0); (442.0,449.0); (443.0,450.0); (445.0,450.0); (448.0,448.0); (449.0,449.0); (455.0,449.0); (456.0,448.0); (456.0,437.0); (448.0,437.0); (447.0,436.0); (442.0,436.0); (441.0,437.0); (439.0,437.0); (438.0,436.0); (433.0,436.0)","[[432.0, 437.0], [432.0, 442.0], [433.0, 443.0], [433.0, 448.0], [439.0, 448.0], [440.0, 449.0], [442.0, 449.0], [443.0, 450.0], [445.0, 450.0], [448.0, 448.0], [449.0, 449.0], [455.0, 449.0], [456.0, 448.0], [456.0, 437.0], [448.0, 437.0], [447.0, 436.0], [442.0, 436.0], [441.0, 437.0], [439.0, 437.0], [438.0, 436.0], [433.0, 436.0]]"
ACM-109_Top,24,R11,resistor,resistor R17,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,432,454,458,466,0.927,22,"(432.0,455.0); (432.0,464.0); (433.0,464.0); (434.0,465.0); (442.0,465.0); (443.0,464.0); (448.0,464.0); (449.0,465.0); (454.0,465.0); (455.0,464.0); (456.0,464.0); (456.0,455.0); (455.0,455.0); (454.0,454.0); (450.0,454.0); (447.0,456.0); (443.0,456.0); (442.0,455.0); (439.0,455.0); (438.0,454.0); (434.0,454.0); (433.0,455.0)","[[432.0, 455.0], [432.0, 464.0], [433.0, 464.0], [434.0, 465.0], [442.0, 465.0], [443.0, 464.0], [448.0, 464.0], [449.0, 465.0], [454.0, 465.0], [455.0, 464.0], [456.0, 464.0], [456.0, 455.0], [455.0, 455.0], [454.0, 454.0], [450.0, 454.0], [447.0, 456.0], [443.0, 456.0], [442.0, 455.0], [439.0, 455.0], [438.0, 454.0], [434.0, 454.0], [433.0, 455.0]]"
ACM-109_Top,25,R12,resistor,resistor R18,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,432,471,457,483,0.917,18,"(433.0,472.0); (433.0,481.0); (434.0,482.0); (442.0,482.0); (443.0,483.0); (445.0,483.0); (446.0,482.0); (454.0,482.0); (455.0,481.0); (455.0,479.0); (456.0,478.0); (456.0,474.0); (454.0,471.0); (448.0,471.0); (447.0,470.0); (439.0,470.0); (438.0,471.0); (434.0,471.0)","[[433.0, 472.0], [433.0, 481.0], [434.0, 482.0], [442.0, 482.0], [443.0, 483.0], [445.0, 483.0], [446.0, 482.0], [454.0, 482.0], [455.0, 481.0], [455.0, 479.0], [456.0, 478.0], [456.0, 474.0], [454.0, 471.0], [448.0, 471.0], [447.0, 470.0], [439.0, 470.0], [438.0, 471.0], [434.0, 471.0]]"
ACM-109_Top,26,R13,resistor,resistor R19,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,432,486,457,499,0.907,24,"(433.0,488.0); (433.0,497.0); (434.0,497.0); (435.0,498.0); (439.0,498.0); (440.0,497.0); (442.0,497.0); (443.0,496.0); (445.0,496.0); (446.0,497.0); (448.0,497.0); (449.0,498.0); (455.0,498.0); (455.0,497.0); (456.0,496.0); (456.0,488.0); (454.0,488.0); (453.0,487.0); (446.0,487.0); (445.0,486.0); (443.0,486.0); (442.0,487.0); (435.0,487.0); (434.0,488.0)","[[433.0, 488.0], [433.0, 497.0], [434.0, 497.0], [435.0, 498.0], [439.0, 498.0], [440.0, 497.0], [442.0, 497.0], [443.0, 496.0], [445.0, 496.0], [446.0, 497.0], [448.0, 497.0], [449.0, 498.0], [455.0, 498.0], [455.0, 497.0], [456.0, 496.0], [456.0, 488.0], [454.0, 488.0], [453.0, 487.0], [446.0, 487.0], [445.0, 486.0], [443.0, 486.0], [442.0, 487.0], [435.0, 487.0], [434.0, 488.0]]"
ACM-109_Top,27,R14,resistor,resistor R20,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,432,503,457,515,0.904,21,"(433.0,504.0); (433.0,512.0); (434.0,513.0); (439.0,513.0); (440.0,512.0); (442.0,512.0); (443.0,513.0); (448.0,513.0); (449.0,512.0); (455.0,512.0); (456.0,511.0); (456.0,504.0); (455.0,503.0); (448.0,503.0); (447.0,504.0); (446.0,504.0); (445.0,503.0); (443.0,503.0); (442.0,504.0); (441.0,503.0); (434.0,503.0)","[[433.0, 504.0], [433.0, 512.0], [434.0, 513.0], [439.0, 513.0], [440.0, 512.0], [442.0, 512.0], [443.0, 513.0], [448.0, 513.0], [449.0, 512.0], [455.0, 512.0], [456.0, 511.0], [456.0, 504.0], [455.0, 503.0], [448.0, 503.0], [447.0, 504.0], [446.0, 504.0], [445.0, 503.0], [443.0, 503.0], [442.0, 504.0], [441.0, 503.0], [434.0, 503.0]]"
ACM-109_Top,28,J2,connector,connector CN1,Connector,Connector_PinHeader_2.54mm:PinHeader_1x04_P2.54mm_Vert,474,441,545,617,0.978,10,"(477.0,441.0); (478.0,444.0); (499.0,445.0); (494.0,448.0); (480.0,446.0); (477.0,450.0); (478.0,614.0); (542.0,612.0); (545.0,503.0); (542.0,442.0)","[[477.0, 441.0], [478.0, 444.0], [499.0, 445.0], [494.0, 448.0], [480.0, 446.0], [477.0, 450.0], [478.0, 614.0], [542.0, 612.0], [545.0, 503.0], [542.0, 442.0]]"
ACM-109_Top,29,R15,resistor,resistor R5,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,362,459,379,483,0.915,24,"(364.0,458.0); (363.0,459.0); (363.0,473.0); (364.0,474.0); (364.0,476.0); (363.0,477.0); (363.0,478.0); (364.0,479.0); (364.0,481.0); (363.0,482.0); (363.0,483.0); (364.0,484.0); (377.0,484.0); (378.0,483.0); (378.0,477.0); (377.0,477.0); (375.0,475.0); (377.0,473.0); (377.0,470.0); (376.0,469.0); (376.0,463.0); (377.0,462.0); (377.0,459.0); (376.0,458.0)","[[364.0, 458.0], [363.0, 459.0], [363.0, 473.0], [364.0, 474.0], [364.0, 476.0], [363.0, 477.0], [363.0, 478.0], [364.0, 479.0], [364.0, 481.0], [363.0, 482.0], [363.0, 483.0], [364.0, 484.0], [377.0, 484.0], [378.0, 483.0], [378.0, 477.0], [377.0, 477.0], [375.0, 475.0], [377.0, 473.0], [377.0, 470.0], [376.0, 469.0], [376.0, 463.0], [377.0, 462.0], [377.0, 459.0], [376.0, 458.0]]"
ACM-109_Top,30,R16,resistor,resistor R8,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,299,470,311,495,0.926,18,"(303.0,470.0); (302.0,471.0); (300.0,471.0); (299.0,472.0); (299.0,491.0); (300.0,492.0); (300.0,493.0); (304.0,493.0); (305.0,494.0); (309.0,494.0); (310.0,493.0); (309.0,492.0); (309.0,490.0); (310.0,489.0); (310.0,472.0); (309.0,471.0); (307.0,471.0); (306.0,470.0)","[[303.0, 470.0], [302.0, 471.0], [300.0, 471.0], [299.0, 472.0], [299.0, 491.0], [300.0, 492.0], [300.0, 493.0], [304.0, 493.0], [305.0, 494.0], [309.0, 494.0], [310.0, 493.0], [309.0, 492.0], [309.0, 490.0], [310.0, 489.0], [310.0, 472.0], [309.0, 471.0], [307.0, 471.0], [306.0, 470.0]]"
ACM-109_Top,31,R17,resistor,resistor R7,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,314,471,328,495,0.905,22,"(316.0,470.0); (316.0,477.0); (315.0,478.0); (315.0,481.0); (314.0,482.0); (314.0,483.0); (316.0,485.0); (316.0,494.0); (317.0,494.0); (318.0,493.0); (319.0,493.0); (320.0,494.0); (327.0,494.0); (326.0,493.0); (326.0,484.0); (327.0,483.0); (326.0,482.0); (326.0,476.0); (327.0,475.0); (327.0,473.0); (325.0,471.0); (317.0,471.0)","[[316.0, 470.0], [316.0, 477.0], [315.0, 478.0], [315.0, 481.0], [314.0, 482.0], [314.0, 483.0], [316.0, 485.0], [316.0, 494.0], [317.0, 494.0], [318.0, 493.0], [319.0, 493.0], [320.0, 494.0], [327.0, 494.0], [326.0, 493.0], [326.0, 484.0], [327.0, 483.0], [326.0, 482.0], [326.0, 476.0], [327.0, 475.0], [327.0, 473.0], [325.0, 471.0], [317.0, 471.0]]"
ACM-109_Top,32,R18,resistor,resistor R9,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,331,471,345,496,0.926,19,"(333.0,471.0); (332.0,472.0); (332.0,481.0); (331.0,482.0); (331.0,488.0); (332.0,489.0); (332.0,495.0); (342.0,495.0); (343.0,494.0); (342.0,491.0); (343.0,490.0); (343.0,487.0); (344.0,486.0); (344.0,478.0); (343.0,477.0); (344.0,476.0); (344.0,474.0); (343.0,473.0); (343.0,471.0)","[[333.0, 471.0], [332.0, 472.0], [332.0, 481.0], [331.0, 482.0], [331.0, 488.0], [332.0, 489.0], [332.0, 495.0], [342.0, 495.0], [343.0, 494.0], [342.0, 491.0], [343.0, 490.0], [343.0, 487.0], [344.0, 486.0], [344.0, 478.0], [343.0, 477.0], [344.0, 476.0], [344.0, 474.0], [343.0, 473.0], [343.0, 471.0]]"
ACM-109_Top,33,U5,ic,ic U3,Package_SO,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,329,503,370,547,0.904,27,"(366.0,504.0); (362.0,503.0); (356.0,504.0); (355.0,511.0); (353.0,514.0); (350.0,513.0); (352.0,510.0); (351.0,507.0); (349.0,506.0); (346.0,509.0); (341.0,504.0); (333.0,504.0); (330.0,506.0); (330.0,515.0); (337.0,519.0); (336.0,530.0); (338.0,530.0); (342.0,533.0); (343.0,545.0); (346.0,546.0); (355.0,545.0); (356.0,532.0); (358.0,529.0); (361.0,528.0); (361.0,518.0); (367.0,516.0); (368.0,507.0)","[[366.0, 504.0], [362.0, 503.0], [356.0, 504.0], [355.0, 511.0], [353.0, 514.0], [350.0, 513.0], [352.0, 510.0], [351.0, 507.0], [349.0, 506.0], [346.0, 509.0], [341.0, 504.0], [333.0, 504.0], [330.0, 506.0], [330.0, 515.0], [337.0, 519.0], [336.0, 530.0], [338.0, 530.0], [342.0, 533.0], [343.0, 545.0], [346.0, 546.0], [355.0, 545.0], [356.0, 532.0], [358.0, 529.0], [361.0, 528.0], [361.0, 518.0], [367.0, 516.0], [368.0, 507.0]]"
ACM-109_Top,34,C4,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,338,550,365,568,0.957,14,"(338.0,554.0); (338.0,564.0); (341.0,567.0); (348.0,567.0); (349.0,568.0); (359.0,568.0); (360.0,567.0); (362.0,567.0); (365.0,564.0); (365.0,555.0); (364.0,554.0); (364.0,553.0); (362.0,551.0); (341.0,551.0)","[[338.0, 554.0], [338.0, 564.0], [341.0, 567.0], [348.0, 567.0], [349.0, 568.0], [359.0, 568.0], [360.0, 567.0], [362.0, 567.0], [365.0, 564.0], [365.0, 555.0], [364.0, 554.0], [364.0, 553.0], [362.0, 551.0], [341.0, 551.0]]"
ACM-109_Top,35,C5,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,257,457,269,482,0.924,26,"(259.0,456.0); (258.0,457.0); (256.0,457.0); (256.0,462.0); (257.0,463.0); (257.0,471.0); (256.0,472.0); (256.0,479.0); (258.0,481.0); (262.0,481.0); (263.0,482.0); (264.0,482.0); (265.0,481.0); (266.0,481.0); (268.0,478.0); (268.0,468.0); (267.0,467.0); (267.0,460.0); (268.0,459.0); (268.0,458.0); (267.0,457.0); (265.0,457.0); (264.0,456.0); (262.0,456.0); (261.0,457.0); (260.0,456.0)","[[259.0, 456.0], [258.0, 457.0], [256.0, 457.0], [256.0, 462.0], [257.0, 463.0], [257.0, 471.0], [256.0, 472.0], [256.0, 479.0], [258.0, 481.0], [262.0, 481.0], [263.0, 482.0], [264.0, 482.0], [265.0, 481.0], [266.0, 481.0], [268.0, 478.0], [268.0, 468.0], [267.0, 467.0], [267.0, 460.0], [268.0, 459.0], [268.0, 458.0], [267.0, 457.0], [265.0, 457.0], [264.0, 456.0], [262.0, 456.0], [261.0, 457.0], [260.0, 456.0]]"
ACM-109_Top,36,C6,capacitor,capacitor C17,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,229,451,252,464,0.924,12,"(227.0,453.0); (227.0,461.0); (228.0,462.0); (235.0,462.0); (236.0,463.0); (249.0,463.0); (251.0,461.0); (251.0,452.0); (250.0,452.0); (249.0,451.0); (228.0,451.0); (228.0,452.0)","[[227.0, 453.0], [227.0, 461.0], [228.0, 462.0], [235.0, 462.0], [236.0, 463.0], [249.0, 463.0], [251.0, 461.0], [251.0, 452.0], [250.0, 452.0], [249.0, 451.0], [228.0, 451.0], [228.0, 452.0]]"
ACM-109_Top,37,U6,component,"""emi filter"" EM4",Generic_Component,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,226,469,252,513,0.937,26,"(229.0,470.0); (229.0,476.0); (226.0,481.0); (226.0,494.0); (225.0,495.0); (227.0,501.0); (227.0,509.0); (226.0,510.0); (228.0,511.0); (230.0,509.0); (246.0,509.0); (252.0,511.0); (253.0,510.0); (252.0,509.0); (251.0,497.0); (253.0,492.0); (253.0,483.0); (250.0,482.0); (250.0,479.0); (249.0,478.0); (250.0,474.0); (249.0,471.0); (242.0,469.0); (239.0,470.0); (236.0,470.0); (235.0,469.0)","[[229.0, 470.0], [229.0, 476.0], [226.0, 481.0], [226.0, 494.0], [225.0, 495.0], [227.0, 501.0], [227.0, 509.0], [226.0, 510.0], [228.0, 511.0], [230.0, 509.0], [246.0, 509.0], [252.0, 511.0], [253.0, 510.0], [252.0, 509.0], [251.0, 497.0], [253.0, 492.0], [253.0, 483.0], [250.0, 482.0], [250.0, 479.0], [249.0, 478.0], [250.0, 474.0], [249.0, 471.0], [242.0, 469.0], [239.0, 470.0], [236.0, 470.0], [235.0, 469.0]]"
ACM-109_Top,38,J3,connector,connector TP3,Connector,Connector_PinHeader_2.54mm:PinHeader_1x04_P2.54mm_Vert,11,494,43,559,0.948,5,"(10.0,492.0); (9.0,560.0); (44.0,560.0); (45.0,493.0); (42.0,491.0)","[[10.0, 492.0], [9.0, 560.0], [44.0, 560.0], [45.0, 493.0], [42.0, 491.0]]"
ACM-109_Top,39,R19,resistor,resistor R24,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,66,520,91,533,0.866,22,"(67.0,521.0); (67.0,529.0); (68.0,529.0); (69.0,530.0); (75.0,530.0); (77.0,532.0); (78.0,532.0); (79.0,531.0); (81.0,531.0); (82.0,530.0); (87.0,530.0); (88.0,529.0); (91.0,530.0); (91.0,528.0); (90.0,527.0); (90.0,521.0); (87.0,519.0); (83.0,519.0); (82.0,520.0); (75.0,520.0); (74.0,519.0); (70.0,519.0)","[[67.0, 521.0], [67.0, 529.0], [68.0, 529.0], [69.0, 530.0], [75.0, 530.0], [77.0, 532.0], [78.0, 532.0], [79.0, 531.0], [81.0, 531.0], [82.0, 530.0], [87.0, 530.0], [88.0, 529.0], [91.0, 530.0], [91.0, 528.0], [90.0, 527.0], [90.0, 521.0], [87.0, 519.0], [83.0, 519.0], [82.0, 520.0], [75.0, 520.0], [74.0, 519.0], [70.0, 519.0]]"
ACM-109_Top,40,C7,capacitor,capacitor C26,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,133,459,200,503,0.973,8,"(201.0,459.0); (199.0,457.0); (130.0,459.0); (131.0,501.0); (168.0,502.0); (171.0,504.0); (199.0,504.0); (201.0,502.0)","[[201.0, 459.0], [199.0, 457.0], [130.0, 459.0], [131.0, 501.0], [168.0, 502.0], [171.0, 504.0], [199.0, 504.0], [201.0, 502.0]]"
ACM-109_Top,41,U7,ic,ic TP2,Package_SO,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,14,427,63,485,0.96,15,"(19.0,428.0); (17.0,441.0); (11.0,442.0); (10.0,445.0); (11.0,468.0); (17.0,469.0); (18.0,481.0); (27.0,483.0); (56.0,483.0); (58.0,468.0); (61.0,465.0); (63.0,444.0); (61.0,445.0); (58.0,442.0); (57.0,428.0)","[[19.0, 428.0], [17.0, 441.0], [11.0, 442.0], [10.0, 445.0], [11.0, 468.0], [17.0, 469.0], [18.0, 481.0], [27.0, 483.0], [56.0, 483.0], [58.0, 468.0], [61.0, 465.0], [63.0, 444.0], [61.0, 445.0], [58.0, 442.0], [57.0, 428.0]]"
ACM-109_Top,42,U8,ic,ic U9,Package_SO,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,123,394,151,424,0.951,27,"(124.0,396.0); (124.0,398.0); (123.0,399.0); (123.0,405.0); (122.0,406.0); (122.0,412.0); (123.0,413.0); (124.0,419.0); (127.0,422.0); (130.0,422.0); (131.0,421.0); (133.0,422.0); (138.0,422.0); (139.0,421.0); (142.0,421.0); (144.0,422.0); (149.0,419.0); (150.0,417.0); (150.0,406.0); (151.0,405.0); (151.0,401.0); (149.0,398.0); (147.0,398.0); (146.0,397.0); (134.0,397.0); (132.0,395.0); (125.0,395.0)","[[124.0, 396.0], [124.0, 398.0], [123.0, 399.0], [123.0, 405.0], [122.0, 406.0], [122.0, 412.0], [123.0, 413.0], [124.0, 419.0], [127.0, 422.0], [130.0, 422.0], [131.0, 421.0], [133.0, 422.0], [138.0, 422.0], [139.0, 421.0], [142.0, 421.0], [144.0, 422.0], [149.0, 419.0], [150.0, 417.0], [150.0, 406.0], [151.0, 405.0], [151.0, 401.0], [149.0, 398.0], [147.0, 398.0], [146.0, 397.0], [134.0, 397.0], [132.0, 395.0], [125.0, 395.0]]"
ACM-109_Top,43,C8,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,168,376,178,402,0.904,12,"(168.0,377.0); (167.0,378.0); (167.0,399.0); (168.0,400.0); (174.0,400.0); (175.0,401.0); (176.0,401.0); (177.0,400.0); (178.0,400.0); (178.0,379.0); (177.0,378.0); (177.0,377.0)","[[168.0, 377.0], [167.0, 378.0], [167.0, 399.0], [168.0, 400.0], [174.0, 400.0], [175.0, 401.0], [176.0, 401.0], [177.0, 400.0], [178.0, 400.0], [178.0, 379.0], [177.0, 378.0], [177.0, 377.0]]"
ACM-109_Top,44,C9,capacitor,capacitor C16,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,151,363,164,389,0.94,19,"(152.0,363.0); (151.0,364.0); (151.0,367.0); (150.0,368.0); (150.0,372.0); (151.0,373.0); (151.0,387.0); (152.0,388.0); (158.0,388.0); (159.0,387.0); (161.0,387.0); (162.0,386.0); (162.0,380.0); (163.0,379.0); (163.0,371.0); (164.0,370.0); (163.0,369.0); (163.0,364.0); (162.0,363.0)","[[152.0, 363.0], [151.0, 364.0], [151.0, 367.0], [150.0, 368.0], [150.0, 372.0], [151.0, 373.0], [151.0, 387.0], [152.0, 388.0], [158.0, 388.0], [159.0, 387.0], [161.0, 387.0], [162.0, 386.0], [162.0, 380.0], [163.0, 379.0], [163.0, 371.0], [164.0, 370.0], [163.0, 369.0], [163.0, 364.0], [162.0, 363.0]]"
ACM-109_Top,45,U9,component,"""emi filter"" EM3",Generic_Component,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,89,341,132,371,0.936,26,"(88.0,343.0); (88.0,347.0); (89.0,348.0); (89.0,365.0); (88.0,369.0); (95.0,370.0); (102.0,368.0); (110.0,370.0); (117.0,370.0); (119.0,369.0); (122.0,371.0); (127.0,371.0); (133.0,368.0); (132.0,361.0); (133.0,360.0); (133.0,349.0); (134.0,348.0); (132.0,342.0); (126.0,342.0); (121.0,344.0); (117.0,342.0); (109.0,342.0); (105.0,344.0); (102.0,344.0); (98.0,342.0); (90.0,342.0)","[[88.0, 343.0], [88.0, 347.0], [89.0, 348.0], [89.0, 365.0], [88.0, 369.0], [95.0, 370.0], [102.0, 368.0], [110.0, 370.0], [117.0, 370.0], [119.0, 369.0], [122.0, 371.0], [127.0, 371.0], [133.0, 368.0], [132.0, 361.0], [133.0, 360.0], [133.0, 349.0], [134.0, 348.0], [132.0, 342.0], [126.0, 342.0], [121.0, 344.0], [117.0, 342.0], [109.0, 342.0], [105.0, 344.0], [102.0, 344.0], [98.0, 342.0], [90.0, 342.0]]"
ACM-109_Top,46,C10,capacitor,capacitor C21,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,14,334,84,376,0.937,8,"(15.0,337.0); (15.0,372.0); (42.0,374.0); (72.0,374.0); (84.0,372.0); (83.0,337.0); (67.0,335.0); (17.0,335.0)","[[15.0, 337.0], [15.0, 372.0], [42.0, 374.0], [72.0, 374.0], [84.0, 372.0], [83.0, 337.0], [67.0, 335.0], [17.0, 335.0]]"
ACM-109_Top,47,C11,capacitor,capacitor C1,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,131,267,174,336,0.97,6,"(130.0,265.0); (129.0,292.0); (131.0,334.0); (171.0,335.0); (174.0,317.0); (175.0,265.0)","[[130.0, 265.0], [129.0, 292.0], [131.0, 334.0], [171.0, 335.0], [174.0, 317.0], [175.0, 265.0]]"
ACM-109_Top,48,U10,component,"""emi filter"" EM1",Generic_Component,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,91,259,117,302,0.953,26,"(116.0,259.0); (114.0,260.0); (98.0,260.0); (97.0,261.0); (93.0,261.0); (92.0,260.0); (92.0,265.0); (93.0,266.0); (92.0,273.0); (91.0,274.0); (92.0,290.0); (90.0,296.0); (92.0,303.0); (96.0,303.0); (97.0,304.0); (113.0,304.0); (114.0,303.0); (117.0,303.0); (118.0,301.0); (118.0,284.0); (119.0,281.0); (118.0,280.0); (117.0,267.0); (116.0,266.0); (116.0,264.0); (118.0,261.0)","[[116.0, 259.0], [114.0, 260.0], [98.0, 260.0], [97.0, 261.0], [93.0, 261.0], [92.0, 260.0], [92.0, 265.0], [93.0, 266.0], [92.0, 273.0], [91.0, 274.0], [92.0, 290.0], [90.0, 296.0], [92.0, 303.0], [96.0, 303.0], [97.0, 304.0], [113.0, 304.0], [114.0, 303.0], [117.0, 303.0], [118.0, 301.0], [118.0, 284.0], [119.0, 281.0], [118.0, 280.0], [117.0, 267.0], [116.0, 266.0], [116.0, 264.0], [118.0, 261.0]]"
ACM-109_Top,49,U11,ic,ic U2,Package_SO,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,28,273,67,328,0.948,16,"(31.0,272.0); (29.0,274.0); (30.0,284.0); (28.0,291.0); (30.0,326.0); (47.0,325.0); (48.0,324.0); (46.0,320.0); (46.0,315.0); (50.0,310.0); (54.0,316.0); (52.0,325.0); (65.0,326.0); (67.0,307.0); (66.0,273.0); (62.0,271.0)","[[31.0, 272.0], [29.0, 274.0], [30.0, 284.0], [28.0, 291.0], [30.0, 326.0], [47.0, 325.0], [48.0, 324.0], [46.0, 320.0], [46.0, 315.0], [50.0, 310.0], [54.0, 316.0], [52.0, 325.0], [65.0, 326.0], [67.0, 307.0], [66.0, 273.0], [62.0, 271.0]]"
